model,dataset1_mean,dataset1_sem,dataset2_mean,dataset2_sem,dataset3_mean,dataset3_sem,dataset4_mean,dataset4_sem
contrastModel: g,1.30076070639004,0.182825893692911,1.55642837963977,0.0976211674332047,1.79260575111791,0.152318735862698,2.31674435771678,0.285496982423876
contrastModel: n,0.229849343511962,0.0338474285831181,0.201782932546667,0.0141681627502754,0.0998350672085979,0.0237092577039348,0.197224079606562,0.0375850737456379
socModel: c,6152.27327940742,26095.15266649,2302.11918474938,9760.95982008183,1.64211999458752,0.00110082213401831,1.63574569894594,0.0018864579514174
socModel: g,1.40589759181094,0.375723552273936,1.54702665408693,0.356280350233123,2.3541082997799,0.126526623107961,3.0477848456313,0.234702994547589
socModel: n,0.137366717115257,0.0136144592848589,0.110915166374539,0.00619194018801857,0.0770593148542922,0.00566868369040362,0.117521160722968,0.00978231243734231
oriSurroundModel: w,128.375986964786,13.7426231297154,48.3181196074758,11.6524642231001,146.42341656801,23.5814643404747,158.693831206425,21.1561449469826
oriSurroundModel: g,236.90000743034,24.6287647921235,8.35124927726436,2.21796699107542,39.7392305184611,18.3017431930194,244.691096289479,0.000679240671456784
oriSurroundModel: n,1.00954398689065,0.0294561444099353,0.468667309495138,0.0478671982887487,0.570947268235051,0.0510874492561003,0.892343753495894,0.0189888184669041
normVarModel: w,681.236272629395,74.9297194434364,134.836128890477,11.6163419026556,542.057156925951,63.1258570791961,781.815156402494,72.212350990956
normVarModel: g,77.9148376422482,17.5278307649003,4.12769452299328,0.20600557489855,11.8281406204081,1.0766585977942,36.0298046633086,8.14317787602191
normVarModel: n,0.450684768021111,0.0165769040609575,0.200188709990167,0.0055945218174685,0.212220152499523,0.00793299219898222,0.305728941104371,0.0181045271104165
